0	-0.011111	0.280000	0.077488	U00007826
0	-0.011111	0.300000	0.240140	U00007218
0	-0.011111	0.320000	0.003342	U00015805
0	-0.011111	0.320000	0.029396	U00000162
0	-0.011111	0.320000	0.115726	U00014115
0	-0.011111	0.340000	0.049560	U00012230
0	-0.011111	0.340000	0.240480	U00003126
0	-0.011111	0.340000	0.243486	U00002315
0	-0.011111	0.360000	0.092610	U00010828
0	-0.011111	0.360000	0.118714	U00018320
0	-0.011111	0.360000	0.201886	U00007370
0	-0.011111	0.380000	0.118576	U00007857
0	-0.011111	0.380000	0.224638	U00000284
0	-0.011111	0.380000	0.231802	U00012817
0	-0.011111	0.400000	0.147084	U00016031
0	-0.011111	0.400000	0.194884	U00006533
0	-0.022222	0.280000	0.240660	U00012113
0	-0.022222	0.320000	0.067258	U00014925
0	-0.022222	0.340000	0.093452	U00002426
0	-0.022222	0.340000	0.158760	U00015460
0	-0.022222	0.360000	0.034172	U00002424
0	-0.022222	0.360000	0.194610	U00013999
0	-0.022222	0.380000	0.202416	U00014099
0	-0.022222	0.380000	0.235014	U00004811
0	-0.033333	0.340000	0.120768	U00001050
0	-0.033333	0.340000	0.149814	U00002241
0	-0.033333	0.340000	0.161454	U00003276
0	-0.033333	0.340000	0.187002	U00005358
0	-0.033333	0.360000	0.004772	U00005600
0	-0.033333	0.360000	0.044176	U00006193
0	-0.033333	0.360000	0.053710	U00012402
0	-0.033333	0.400000	0.061628	U00010757
0	-0.033333	0.400000	0.089018	U00013611
0	-0.033333	0.400000	0.124384	U00000158
0	-0.044444	0.340000	0.194940	U00008824
0	-0.044444	0.360000	0.080716	U00010241
0	-0.044444	0.380000	0.044520	U00000776
0	-0.044444	0.400000	0.091880	U00013612
0	-0.044444	0.400000	0.185784	U00009752
0	-0.044444	0.400000	0.194076	U00016672
0	-0.055556	0.320000	0.060730	U00017158
0	-0.055556	0.320000	0.064598	U00007040
0	-0.055556	0.320000	0.142884	U00007838
0	-0.055556	0.340000	0.024944	U00014398
0	-0.055556	0.360000	0.050088	U00017940
0	-0.055556	0.360000	0.053282	U00003214
0	-0.055556	0.360000	0.107940	U00011584
0	-0.055556	0.380000	0.041236	U00011339
0	-0.055556	0.400000	0.023600	U00002681
0	-0.055556	0.400000	0.100738	U00013048
0	-0.055556	0.400000	0.227608	U00014437
0	-0.066667	0.320000	0.110902	U00014140
0	-0.066667	0.340000	0.014008	U00006703
0	-0.066667	0.340000	0.033524	U00005374
0	-0.066667	0.360000	0.105192	U00010910
0	-0.066667	0.360000	0.199254	U00007024
0	-0.066667	0.400000	0.082914	U00013513
0	-0.077778	0.280000	0.173268	U00005725
0	-0.077778	0.340000	0.017934	U00001546
0	-0.077778	0.340000	0.070212	U00011150
0	-0.077778	0.340000	0.142850	U00004065
0	-0.077778	0.360000	0.196174	U00001950
0	-0.077778	0.380000	0.062432	U00012855
0	-0.077778	0.380000	0.148352	U00009459
0	-0.077778	0.400000	0.199416	U00004140
0	-0.088889	0.340000	0.034998	U00016026
0	-0.088889	0.360000	0.117988	U00016367
0	-0.088889	0.400000	0.113208	U00008568
0	-0.088889	0.400000	0.135624	U00012705
0	-0.100000	0.320000	0.168740	U00005470
0	-0.100000	0.340000	0.013088	U00004197
0	-0.100000	0.380000	0.119888	U00014567
0	-0.100000	0.380000	0.179748	U00010639
0	-0.100000	0.400000	0.116748	U00002460
0	-0.111111	0.300000	0.164494	U00015202
0	-0.111111	0.360000	0.064028	U00004157
0	-0.111111	0.360000	0.115726	U00014494
0	-0.111111	0.400000	0.040734	U00017143
0	-0.111111	0.400000	0.123980	U00005546
0	-0.111111	0.400000	0.157006	U00001494
0	-0.122222	0.360000	0.003342	U00016248
0	-0.122222	0.380000	0.140956	U00014241
0	-0.122222	0.380000	0.175128	U00004906
0	-0.122222	0.400000	0.158124	U00000705
0	-0.122222	0.400000	0.179060	U00011819
0	-0.133333	0.300000	0.164700	U00007997
0	-0.133333	0.320000	0.200268	U00018267
0	-0.133333	0.360000	0.012040	U00018295
0	-0.133333	0.380000	0.041118	U00009938
0	-0.133333	0.380000	0.149276	U00012094
0	-0.133333	0.400000	0.138456	U00003503
0	-0.144444	0.340000	0.026080	U00013282
0	-0.144444	0.400000	0.064758	U00016080
0	-0.155556	0.380000	0.061114	U00018954
0	-0.155556	0.400000	0.138444	U00004406
0	-0.155556	0.400000	0.168210	U00014002
0	-0.166667	0.340000	0.151660	U00018272
0	-0.166667	0.340000	0.177104	U00014447
0	-0.166667	0.380000	0.080210	U00006776
0	-0.177778	0.360000	0.061678	U00000513
0	-0.177778	0.400000	0.154240	U00014882
0	-0.177778	0.400000	0.158060	U00010399
0	-0.200000	0.360000	0.043906	U00010228
0	-0.200000	0.380000	0.056480	U00014780
0	-0.200000	0.380000	0.181646	U00003936
0	-0.200000	0.400000	0.000000	U00004612
0	-0.200000	0.400000	0.157012	U00008519
0	-0.211111	0.400000	0.090942	U00013677
0	-0.233333	0.360000	0.109690	U00003223
0	-0.244444	0.360000	0.038186	U00009120
0	-0.255556	0.400000	0.163612	U00014545
0	-0.266667	0.380000	0.023680	U00001717
0	-0.266667	0.400000	0.000000	U00006945
0	-0.266667	0.400000	0.042458	U00019305
0	-0.277778	0.400000	0.138272	U00004554
0	-0.288889	0.400000	0.123514	U00004942
0	-0.300000	0.400000	0.070622	U00014900
0	0.000000	0.280000	0.028570	U00012515
0	0.000000	0.280000	0.125898	U00003548
0	0.000000	0.280000	0.185108	U00015137
0	0.000000	0.300000	0.074982	U00014222
0	0.000000	0.300000	0.131556	U00019292
0	0.000000	0.320000	0.116868	U00016316
0	0.000000	0.340000	0.021620	U00006925
0	0.000000	0.340000	0.027770	U00008588
0	0.000000	0.340000	0.202740	U00013019
0	0.000000	0.340000	0.245454	U00005146
0	0.000000	0.360000	0.178796	U00011847
0	0.000000	0.400000	0.196806	U00005990
0	0.000000	0.400000	0.242246	U00008149
0	0.011111	0.260000	0.132304	U00017638
0	0.011111	0.260000	0.238090	U00006194
0	0.011111	0.280000	0.166476	U00018390
0	0.011111	0.320000	0.044376	U00010785
0	0.011111	0.320000	0.059818	U00000215
0	0.011111	0.320000	0.068830	U00011622
0	0.011111	0.340000	0.056116	U00007204
0	0.011111	0.340000	0.073512	U00001067
0	0.011111	0.340000	0.077076	U00016822
0	0.011111	0.340000	0.154658	U00012056
0	0.011111	0.360000	0.114262	U00016960
0	0.011111	0.360000	0.223864	U00008878
0	0.011111	0.380000	0.011650	U00013207
0	0.022222	0.260000	0.138072	U00014738
0	0.022222	0.280000	0.142680	U00003010
0	0.022222	0.300000	0.007982	U00001038
0	0.022222	0.300000	0.138598	U00001091
0	0.022222	0.320000	0.012666	U00014467
0	0.022222	0.320000	0.109354	U00012766
0	0.022222	0.320000	0.134048	U00014858
0	0.022222	0.320000	0.201780	U00004932
0	0.022222	0.320000	0.213384	U00000285
0	0.022222	0.320000	0.240908	U00014177
0	0.022222	0.320000	0.259594	U00010404
0	0.022222	0.340000	0.000000	U00013486
0	0.022222	0.380000	0.054198	U00006861
0	0.022222	0.380000	0.230510	U00009160
0	0.022222	0.400000	0.038882	U00010850
0	0.022222	0.400000	0.225916	U00008174
0	0.033333	0.280000	0.068508	U00018630
0	0.033333	0.280000	0.165584	U00007420
0	0.033333	0.300000	0.096826	U00010438
0	0.033333	0.320000	0.007398	U00011480
0	0.033333	0.320000	0.008182	U00008501
0	0.033333	0.320000	0.031372	U00018525
0	0.033333	0.320000	0.180148	U00001480
0	0.033333	0.320000	0.219128	U00001020
0	0.033333	0.340000	0.039664	U00006817
0	0.033333	0.360000	0.152054	U00004397
0	0.033333	0.400000	0.233956	U00002653
0	0.044444	0.260000	0.062804	U00017450
0	0.044444	0.260000	0.266400	U00013116
0	0.044444	0.280000	0.150250	U00016387
0	0.044444	0.280000	0.185712	U00015212
0	0.044444	0.300000	0.034998	U00019118
0	0.044444	0.300000	0.075452	U00012463
0	0.044444	0.300000	0.257666	U00009570
0	0.044444	0.320000	0.050486	U00011134
0	0.044444	0.320000	0.084784	U00010612
0	0.044444	0.340000	0.000000	U00017547
0	0.044444	0.340000	0.094352	U00007542
0	0.044444	0.340000	0.121328	U00002969
0	0.044444	0.360000	0.017976	U00010030
0	0.044444	0.360000	0.031340	U00018406
0	0.044444	0.360000	0.206204	U00003897
0	0.044444	0.380000	0.011296	U00005852
0	0.044444	0.400000	0.002620	U00012254
0	0.044444	0.400000	0.177410	U00000830
0	0.055556	0.260000	0.126532	U00001709
0	0.055556	0.260000	0.232132	U00009426
0	0.055556	0.340000	0.020582	U00015974
0	0.055556	0.360000	0.013228	U00015911
0	0.055556	0.360000	0.187594	U00014689
0	0.055556	0.360000	0.215110	U00005692
0	0.055556	0.380000	0.153368	U00004900
0	0.055556	0.400000	0.039662	U00014973
0	0.055556	0.400000	0.102634	U00017636
0	0.066667	0.240000	0.153672	U00013981
0	0.066667	0.260000	0.138060	U00010092
0	0.066667	0.320000	0.243170	U00000098
0	0.066667	0.340000	0.090850	U00014773
